385.43	2.11882	0.57357
387.03	2.11909	0.56374
388.62	2.11816	0.55663
390.22	2.12066	0.54938
391.81	2.12085	0.5412
393.4	2.12122	0.53383
395	2.12238	0.52767
396.59	2.1212	0.52035
398.19	2.12244	0.51475
399.78	2.12206	0.50794
401.37	2.12277	0.50132
402.97	2.12286	0.49559
404.56	2.12255	0.48923
406.16	2.12259	0.4831
407.75	2.12182	0.47728
409.34	2.12275	0.47196
410.94	2.1226	0.46628
412.53	2.12221	0.46146
414.13	2.12206	0.45602
415.72	2.12237	0.45064
417.31	2.12026	0.44625
418.91	2.12198	0.44089
420.5	2.12056	0.43575
422.1	2.11998	0.4308
423.69	2.11966	0.4262
425.28	2.11928	0.42188
426.88	2.11865	0.41678
428.47	2.11683	0.41222
430.07	2.11724	0.40858
431.66	2.11518	0.40509
433.26	2.11594	0.40077
434.85	2.1137	0.39635
436.44	2.11381	0.3935
438.04	2.11246	0.3889
439.63	2.11126	0.38586
441.23	2.1105	0.3818
442.82	2.10929	0.37898
444.41	2.10854	0.37508
446.01	2.10774	0.37304
447.6	2.10572	0.36923
449.2	2.10606	0.3668
450.79	2.10436	0.363
452.39	2.10429	0.36044
453.98	2.10305	0.35751
455.57	2.10214	0.35588
457.17	2.10239	0.35263
458.76	2.10124	0.35144
460.36	2.09953	0.34864
461.95	2.09932	0.34614
463.54	2.09839	0.34371
465.14	2.09821	0.34176
466.73	2.09676	0.3396
468.33	2.09647	0.33707
469.92	2.09561	0.33572
471.51	2.09496	0.33399
473.11	2.09423	0.3326
474.7	2.09395	0.33148
476.3	2.09332	0.33042
477.89	2.09263	0.32899
479.48	2.09149	0.32797
481.08	2.09126	0.32622
482.67	2.09132	0.32516
484.27	2.09008	0.32414
485.86	2.08892	0.3236
487.45	2.08777	0.32255
489.05	2.08852	0.32414
490.64	2.08697	0.32308
492.24	2.08501	0.32327
493.83	2.08549	0.32403
495.42	2.08458	0.3252
497.02	2.084	0.32705
498.61	2.08328	0.32961
500.21	2.0815	0.3328
501.8	2.08145	0.33652
503.39	2.08125	0.34064
504.99	2.08067	0.34639
506.58	2.08031	0.35384
508.17	2.083	0.364
509.77	2.08841	0.37714
511.36	2.09642	0.39028
512.95	2.11047	0.40516
514.55	2.12952	0.41739
516.14	2.15121	0.41882
517.73	2.16293	0.40994
519.33	2.21827	0.40417
520.92	2.28211	0.38244
522.52	2.31986	0.34552
524.11	2.33319	0.30404
525.7	2.33219	0.26958
527.3	2.32302	0.24195
528.89	2.31079	0.21777
530.48	2.29253	0.19307
532.07	2.27529	0.17263
533.67	2.25637	0.15576
535.26	2.24165	0.14544
536.85	2.22741	0.13725
538.45	2.2134	0.12979
540.04	2.20258	0.1249
541.63	2.19289	0.12029
543.23	2.18335	0.11662
544.82	2.17592	0.11404
546.41	2.16753	0.11146
548	2.16089	0.10912
549.6	2.1539	0.10721
551.19	2.1488	0.10496
552.78	2.14359	0.10342
554.38	2.13775	0.1019
555.97	2.13339	0.1009
557.56	2.12852	0.09939
559.15	2.12392	0.09763
560.75	2.11999	0.09611
562.34	2.11541	0.09544
563.93	2.1108	0.09371
565.52	2.10738	0.0922
567.12	2.10329	0.09094
568.71	2.09997	0.09069
570.3	2.09623	0.08929
571.89	2.09305	0.08792
573.48	2.08988	0.08716
575.08	2.08693	0.08653
576.67	2.08417	0.08561
578.26	2.08158	0.08566
579.85	2.0783	0.08374
581.44	2.07544	0.08354
583.03	2.07305	0.08238
584.63	2.07056	0.08136
586.22	2.06799	0.08069
587.81	2.06572	0.08007
589.4	2.06307	0.07912
590.99	2.06104	0.07799
592.58	2.0588	0.07787
594.17	2.0554	0.07692
595.77	2.05352	0.07636
597.36	2.05209	0.07552
598.95	2.04936	0.07489
600.54	2.04757	0.07393
602.13	2.04538	0.07337
603.72	2.04382	0.07325
605.31	2.04159	0.07271
606.9	2.03951	0.07216
608.49	2.03794	0.07197
610.08	2.03652	0.07129
611.67	2.0347	0.07103
613.26	2.0327	0.07035
614.86	2.03084	0.06874
616.45	2.02903	0.06925
618.04	2.02744	0.06858
619.63	2.02533	0.06771
621.22	2.02485	0.06743
622.81	2.02262	0.06669
624.4	2.02135	0.06583
625.99	2.01992	0.06576
627.58	2.01901	0.06505
629.16	2.01732	0.06461
630.75	2.0151	0.06389
632.34	2.01419	0.06426
633.93	2.01298	0.0646
635.52	2.01091	0.06345
637.11	2.00976	0.06262
638.7	2.00862	0.06355
640.29	2.00713	0.0618
641.88	2.00517	0.06203
643.47	2.00436	0.0612
645.06	2.0031	0.06124
646.65	2.00183	0.06059
648.23	2.00026	0.05988
649.82	1.99918	0.06018
651.41	1.99833	0.0591
653	1.99649	0.05902
654.59	1.99519	0.05813
656.18	1.99369	0.0586
657.76	1.99286	0.05727
659.35	1.99259	0.05793
660.94	1.99124	0.05654
662.53	1.98961	0.0555
664.11	1.98874	0.05509
665.7	1.98761	0.0564
667.29	1.98619	0.05627
668.88	1.98456	0.05598
670.46	1.98381	0.05518
672.05	1.98329	0.05459
673.64	1.98216	0.05238
675.22	1.98109	0.05384
676.81	1.97919	0.05379
678.4	1.97885	0.05395
679.98	1.97831	0.05356
681.57	1.97659	0.05228
683.16	1.97632	0.05315
684.74	1.97441	0.05204
686.33	1.97372	0.053
687.91	1.97337	0.05183
689.5	1.97277	0.05124
691.09	1.97105	0.05109
692.67	1.97105	0.05065
694.26	1.97106	0.04895
695.84	1.96633	0.05174
697.43	1.96677	0.05149
699.01	1.96651	0.04824
700.6	1.96833	0.04864
702.18	1.96702	0.04881
703.77	1.96506	0.048
705.35	1.96167	0.04783
706.94	1.96252	0.04778
708.52	1.96168	0.04675
710.11	1.96097	0.04747
711.69	1.95939	0.04732
713.27	1.9606	0.04649
714.86	1.95841	0.0475
716.44	1.95853	0.04626
718.02	1.956	0.04753
719.61	1.95349	0.04763
721.19	1.95332	0.046
722.77	1.95413	0.04607
724.36	1.95236	0.04671
725.94	1.95135	0.04601
727.52	1.95099	0.04518
729.1	1.95028	0.0461
730.69	1.9504	0.04595
732.27	1.94774	0.04821
733.85	1.948	0.0445
735.43	1.94887	0.04444
737.02	1.94721	0.04283
738.6	1.94631	0.04451
740.18	1.94631	0.04435
741.76	1.94535	0.04331
743.34	1.94385	0.04364
744.92	1.94246	0.04417
746.5	1.94136	0.04409
748.08	1.94126	0.04281
749.66	1.93917	0.04353
751.24	1.93901	0.04135
752.82	1.93721	0.04282
754.41	1.93945	0.04275
755.98	1.93708	0.04216
757.56	1.9374	0.04171
759.14	1.9366	0.04219
760.72	1.93553	0.04206
762.3	1.93377	0.04323
763.88	1.93457	0.04178
765.46	1.93407	0.04139
767.04	1.93467	0.0403
768.62	1.93514	0.03968
770.2	1.9322	0.04003
771.78	1.93084	0.04063
773.35	1.92823	0.04281
774.93	1.92865	0.04182
776.51	1.92957	0.04003
778.09	1.92809	0.04213
779.66	1.92473	0.04254
781.24	1.92896	0.04006
782.82	1.92478	0.04202
784.4	1.92625	0.04122
785.97	1.92436	0.04243
787.55	1.92282	0.04143
789.12	1.92262	0.03822
790.7	1.92147	0.04251
792.28	1.92069	0.03904
793.85	1.92095	0.04236
795.43	1.91898	0.0415
797	1.91948	0.03912
798.58	1.91825	0.041
800.15	1.91819	0.03957
801.73	1.91804	0.04124
803.3	1.91541	0.03889
804.88	1.91809	0.04043
806.45	1.91772	0.03827
808.03	1.91484	0.04051
809.6	1.91507	0.03931
811.17	1.91186	0.04167
812.75	1.91705	0.03825
814.32	1.91304	0.03825
815.89	1.91429	0.03881
817.46	1.91485	0.03665
819.04	1.91332	0.04011
820.61	1.9128	0.04078
822.18	1.91157	0.04076
823.75	1.91209	0.03986
825.33	1.91285	0.03841
826.9	1.9142	0.03788
828.47	1.91432	0.03804
830.04	1.91362	0.03697
831.61	1.91154	0.03834
833.18	1.91118	0.03801
834.75	1.9087	0.03884
836.32	1.90993	0.03643
837.89	1.90752	0.03897
839.46	1.90809	0.0362
841.03	1.90575	0.03817
842.6	1.90611	0.0363
844.17	1.90422	0.03737
845.74	1.90572	0.0358
847.31	1.90523	0.0365
848.88	1.90409	0.03846
850.44	1.89795	0.03913
852.01	1.89851	0.03778
853.58	1.90162	0.03804
855.15	1.89669	0.04031
856.71	1.89533	0.03792
858.28	1.89436	0.0359
859.85	1.8983	0.03464
861.41	1.89712	0.03777
862.98	1.89606	0.04039
864.55	1.89525	0.0377
866.11	1.8959	0.03888
867.68	1.89677	0.03763
869.24	1.89728	0.0386
870.81	1.89777	0.03604
872.37	1.89397	0.03637
873.94	1.89923	0.03611
875.5	1.89656	0.03686
877.07	1.89547	0.0373
878.63	1.88906	0.04075
880.19	1.89551	0.03946
881.76	1.89115	0.03917
883.32	1.89424	0.0383
884.88	1.89494	0.0377
886.44	1.89548	0.03704
888.01	1.8958	0.03634
889.57	1.895	0.0382
891.13	1.89213	0.03836
892.69	1.89104	0.03779
894.25	1.89222	0.03757
895.81	1.88817	0.03934
897.37	1.89259	0.03677
898.93	1.89003	0.03665
900.49	1.89252	0.0374
902.05	1.88679	0.03839
903.61	1.88943	0.0356
905.17	1.8888	0.03689
906.73	1.88823	0.03845
908.29	1.88946	0.03505
909.85	1.88866	0.03678
911.41	1.8863	0.03577
912.97	1.88256	0.03601
914.52	1.88768	0.03532
916.08	1.88483	0.03986
917.64	1.88632	0.03794
919.19	1.88639	0.03736
920.75	1.88977	0.03516
922.31	1.88624	0.03504
923.86	1.88711	0.03549
925.42	1.88612	0.03514
926.97	1.89752	0.02976
928.53	1.8839	0.03633
930.08	1.87509	0.03514
931.64	1.8878	0.03462
933.19	1.8816	0.03679
934.75	1.87789	0.03921
936.3	1.88314	0.03539
937.85	1.87751	0.03511
939.4	1.88153	0.03477
940.96	1.8827	0.03526
942.51	1.88495	0.03278
944.06	1.88993	0.03301
945.61	1.88083	0.03518
947.16	1.87256	0.03669
948.72	1.88216	0.03196
950.27	1.88243	0.03346
951.82	1.87657	0.03754
953.37	1.8803	0.03044
954.92	1.8877	0.02783
956.47	1.89176	0.02828
958.01	1.88886	0.02941
959.56	1.88764	0.03791
961.11	1.88235	0.03352
962.66	1.88061	0.04022
964.21	1.87765	0.04143
965.75	1.88482	0.0306
967.3	1.88123	0.03376
968.85	1.8688	0.03791
970.4	1.87413	0.03247
971.94	1.86939	0.0367
973.49	1.85689	0.03806
975.03	1.87664	0.03829
976.58	1.87094	0.03804
978.12	1.87556	0.0342
979.67	1.86955	0.03565
981.21	1.87008	0.03477
982.75	1.87142	0.03427
984.3	1.86783	0.03704
985.84	1.87829	0.02946
987.38	1.87642	0.03315
988.93	1.86647	0.03918
990.47	1.87554	0.03258
992.01	1.87297	0.03602
993.55	1.88045	0.0318
995.09	1.87581	0.0294
996.63	1.87435	0.03131
998.17	1.87452	0.0312
999.71	1.8803	0.03906
		
		
		
		
		
		
		
		
		
		
		
		
		
		
