   9.0052477082806948e-02	   1.1027070338889303e-01	   1.3560140368582441e-01	   1.6749450511753392e-01	   2.0801349383236134e-01	   2.6028360538724671e-01	   3.2954419001901686e-01	   4.2628216818588538e-01	   5.8062084645279277e-01	   9.9999999918636173e-01	   9.9999999927952055e-01	   9.9999999931474148e-01	   9.9999999932851336e-01	   9.9999999932324635e-01	   9.9999999929186478e-01	   9.9999999921166827e-01	   9.9999999900501158e-01	   9.9999999824769115e-01	   9.9999998810161128e-01	   9.9999999891446889e-01	   9.9999999972957510e-01	   9.9999999978558685e-01	   9.9999999978427312e-01	   9.9999999977583476e-01	   9.9999999976724030e-01	   9.9999999975927956e-01	   9.9999999975174680e-01	   9.9999999974432918e-01	   9.9999999973652742e-01	   9.9999999972809850e-01	   9.9999999971866993e-01	   9.9999999970788500e-01	   9.9999999969540232e-01	   9.9999999968081188e-01	   9.9999999966357900e-01	   9.9999999964310216e-01	   9.9999999961859298e-01	   9.9999999958895602e-01	   9.9999999955279184e-01	   9.9999999950812257e-01	   9.9999999945212414e-01	   9.9999999938079176e-01	   9.9999999928794625e-01	   9.9999999916397919e-01	   9.9999999899313730e-01	   9.9999999874792023e-01	   9.9999999837688736e-01	   9.9999999777405069e-01	   9.9999999669080986e-01	   9.9999999442214649e-01	   9.9999998825672232e-01	   9.9999995955496379e-01	   9.9999968420970409e-01	   9.9999996141487335e-01	   9.9999998986400584e-01	   9.9999999560072528e-01	   9.9999999760766622e-01	   9.9999999852306509e-01	   9.9999999901093195e-01	   9.9999999929900896e-01	   9.9999999948196505e-01	   9.9999999960463637e-01	   9.9999999969041775e-01	   9.9999999975245879e-01	   9.9999999979854581e-01	   9.9999999983356902e-01	   9.9999999986068899e-01	   9.9999999988196031e-01	   9.9999999989871780e-01	   9.9992229981891423e-01	   9.9989038089409110e-01	   9.9988288980997841e-01	   9.9988341636395150e-01	   9.9988734263942658e-01	   9.9989274146840024e-01	   9.9989869004690479e-01	   9.9990472115753770e-01	   9.9991059640560498e-01	   9.9991619911170271e-01	   9.9992147933159248e-01	   9.9992642405713328e-01	   9.9993104047876813e-01	   9.9993534637550541e-01	   9.9993936453960375e-01	   9.9994311954628290e-01	   9.9994663591097110e-01	   9.9994993707705626e-01	   9.9995304490173920e-01	   9.9995597944025405e-01	   9.9995875890542651e-01	   9.9996139972757214e-01	
   9.0818358116003098e-02	   1.1144101929839859e-01	   1.3725661369282813e-01	   1.6972229972902950e-01	   2.1090171600134938e-01	   2.6389989595584146e-01	   3.3389465561339193e-01	   4.3121154778846832e-01	   5.8546177094773710e-01	   9.9999999921574556e-01	   9.9999999931640360e-01	   9.9999999936132344e-01	   9.9999999938868978e-01	   9.9999999940402207e-01	   9.9999999940760909e-01	   9.9999999939581152e-01	   9.9999999935822348e-01	   9.9999999926348360e-01	   9.9999999897916569e-01	   9.9999999717138388e-01	   9.9999999801861428e-01	   9.9999999974515785e-01	   9.9999999978796827e-01	   9.9999999977558407e-01	   9.9999999976143095e-01	   9.9999999974937159e-01	   9.9999999973887865e-01	   9.9999999972914433e-01	   9.9999999971946840e-01	   9.9999999970927411e-01	   9.9999999969809206e-01	   9.9999999968552467e-01	   9.9999999967098763e-01	   9.9999999965405550e-01	   9.9999999963407593e-01	   9.9999999961027641e-01	   9.9999999958164032e-01	   9.9999999954687258e-01	   9.9999999950418572e-01	   9.9999999945103635e-01	   9.9999999938380235e-01	   9.9999999929709582e-01	   9.9999999918264892e-01	   9.9999999902708303e-01	   9.9999999880779877e-01	   9.9999999848374221e-01	   9.9999999797388672e-01	   9.9999999709912724e-01	   9.9999999539421702e-01	   9.9999999131309425e-01	   9.9999997694134324e-01	   9.9999985293454774e-01	   9.9999990567360564e-01	   9.9999998339370044e-01	   9.9999999380196281e-01	   9.9999999687408048e-01	   9.9999999815516616e-01	   9.9999999880120249e-01	   9.9999999916859394e-01	   9.9999999939564854e-01	   9.9999999954475627e-01	   9.9999999964736230e-01	   9.9999999972061349e-01	   9.9999999977445864e-01	   9.9999999981505883e-01	   9.9999999984628796e-01	   9.9999999987073063e-01	   9.9999999989016020e-01	   9.9999999990579291e-01	   9.9999999991848842e-01	   9.9999999992879962e-01	   9.9995603548862666e-01	   9.9993544146281621e-01	   9.9992852609430605e-01	   9.9992647406757562e-01	   9.9992676126267999e-01	   9.9992828549603907e-01	   9.9993048186242051e-01	   9.9993303619566332e-01	   9.9993576574663223e-01	   9.9993856175775564e-01	   9.9994135912719984e-01	   9.9994411932593530e-01	   9.9994682032903393e-01	   9.9994945048050310e-01	   9.9995200466226841e-01	   9.9995448185937597e-01	   9.9995688359356050e-01	   9.9995921290824219e-01	   9.9996147370928168e-01	   9.9996367033813505e-01	
   9.1728324727436333e-02	   1.1276625580535686e-01	   1.3911184923354566e-01	   1.7219271818007895e-01	   2.1407168571201776e-01	   2.6782751653315651e-01	   3.3856630010509714e-01	   4.3643679935721508e-01	   5.9051315813212069e-01	   9.9999999954186747e-01	   9.9999999960465780e-01	   9.9999999963480246e-01	   9.9999999965533026e-01	   9.9999999967017050e-01	   9.9999999968052045e-01	   9.9999999968663145e-01	   9.9999999968763098e-01	   9.9999999968150299e-01	   9.9999999966180486e-01	   9.9999999960803487e-01	   9.9999999940120543e-01	   9.9999999761144043e-01	   9.9999999984972532e-01	   9.9999999986393484e-01	   9.9999999984908183e-01	   9.9999999983770149e-01	   9.9999999982898746e-01	   9.9999999982153920e-01	   9.9999999981448817e-01	   9.9999999980725718e-01	   9.9999999979941245e-01	   9.9999999979058030e-01	   9.9999999978037923e-01	   9.9999999976844034e-01	   9.9999999975426590e-01	   9.9999999973726461e-01	   9.9999999971666398e-01	   9.9999999969148190e-01	   9.9999999966024355e-01	   9.9999999962092745e-01	   9.9999999957054997e-01	   9.9999999950461194e-01	   9.9999999941590434e-01	   9.9999999929251127e-01	   9.9999999911328474e-01	   9.9999999883788748e-01	   9.9999999838071307e-01	   9.9999999753289015e-01	   9.9999999566490438e-01	   9.9999999008819962e-01	   9.9999995787233953e-01	   9.9999986511639516e-01	   9.9999998348348285e-01	   9.9999999479653434e-01	   9.9999999757143898e-01	   9.9999999862854638e-01	   9.9999999913388182e-01	   9.9999999941127138e-01	   9.9999999957844876e-01	   9.9999999968616604e-01	   9.9999999975921794e-01	   9.9999999981073318e-01	   9.9999999984826127e-01	   9.9999999987631893e-01	   9.9999999989776434e-01	   9.9999999991445765e-01	   9.9999999992766853e-01	   9.9999999993825961e-01	   9.9999999994685840e-01	   9.9999999995392108e-01	   9.9999999995976507e-01	   9.9999999996463529e-01	   9.9999999996869893e-01	   9.9997674361687405e-01	   9.9996132153692741e-01	   9.9995505159831632e-01	   9.9995201540192713e-01	   9.9995066589185888e-01	   9.9995032471857648e-01	   9.9995063062446643e-01	   9.9995136987979005e-01	   9.9995240741540981e-01	   9.9995365393521696e-01	   9.9995504844471850e-01	   9.9995654824450475e-01	   9.9995812287121388e-01	   9.9995975026864636e-01	   9.9996141428533014e-01	   9.9996310299376356e-01	   9.9996480753586947e-01	   9.9996652131471531e-01	
   9.2780295312637026e-02	   1.1424336132484041e-01	   1.4106263382877615e-01	   1.7473405407342210e-01	   2.1726101747298632e-01	   2.7170080283718734e-01	   3.4308693549293423e-01	   4.4139878270469851e-01	   5.9521506098572197e-01	   9.9999999955531316e-01	   9.9999999961838426e-01	   9.9999999964979847e-01	   9.9999999967200648e-01	   9.9999999968915187e-01	   9.9999999970277142e-01	   9.9999999971351505e-01	   9.9999999972165787e-01	   9.9999999972717668e-01	   9.9999999972959019e-01	   9.9999999972729858e-01	   9.9999999971628639e-01	   9.9999999967925191e-01	   9.9999999946560514e-01	   9.9999999983450405e-01	   9.9999999983384236e-01	   9.9999999981702170e-01	   9.9999999980661158e-01	   9.9999999979869991e-01	   9.9999999979138354e-01	   9.9999999978382115e-01	   9.9999999977542098e-01	   9.9999999976572340e-01	   9.9999999975434517e-01	   9.9999999974077014e-01	   9.9999999972445819e-01	   9.9999999970465303e-01	   9.9999999968042119e-01	   9.9999999965042663e-01	   9.9999999961285235e-01	   9.9999999956496666e-01	   9.9999999950276219e-01	   9.9999999942001228e-01	   9.9999999930639627e-01	   9.9999999914441429e-01	   9.9999999890143199e-01	   9.9999999851149146e-01	   9.9999999782315985e-01	   9.9999999642163262e-01	   9.9999999280386520e-01	   9.9999997790302952e-01	   9.9999983675874449e-01	   9.9999996644427902e-01	   9.9999999199530054e-01	   9.9999999667293193e-01	   9.9999999823376318e-01	   9.9999999892658109e-01	   9.9999999928929006e-01	   9.9999999950079410e-01	   9.9999999963380370e-01	   9.9999999972232168e-01	   9.9999999978384624e-01	   9.9999999982812970e-01	   9.9999999986087684e-01	   9.9999999988569077e-01	   9.9999999990487831e-01	   9.9999999991995081e-01	   9.9999999993199051e-01	   9.9999999994171263e-01	   9.9999999994967192e-01	   9.9999999995623667e-01	   9.9999999996169853e-01	   9.9999999996628552e-01	   9.9999999997018307e-01	   9.9999999997348510e-01	   9.9999999997631117e-01	   9.9999040793547356e-01	   9.9997555738352129e-01	   9.9996971198675777e-01	   9.9996641368434824e-01	   9.9996446307021791e-01	   9.9996336459069957e-01	   9.9996285560819009e-01	   9.9996277715626547e-01	   9.9996302464131193e-01	   9.9996352518537834e-01	   9.9996422585083644e-01	   9.9996508695762387e-01	   9.9996607803016579e-01	   9.9996717520786282e-01	   9.9996835951975493e-01	   9.9996961569443277e-01	
   9.3904807111094737e-02	   1.1583804412075754e-01	   1.4321275607023931e-01	   1.7749961036630177e-01	   2.2074291772500429e-01	   2.7592532280069793e-01	   3.4800241829934553e-01	   4.4676679302589445e-01	   6.0026322616521310e-01	   9.9999999974242348e-01	   9.9999999977966192e-01	   9.9999999979868082e-01	   9.9999999981244359e-01	   9.9999999982334964e-01	   9.9999999983233978e-01	   9.9999999984006871e-01	   9.9999999984656129e-01	   9.9999999985230004e-01	   9.9999999985731214e-01	   9.9999999986188226e-01	   9.9999999986624555e-01	   9.9999999987089494e-01	   9.9999999987697075e-01	   9.9999999988747823e-01	   9.9999999978262932e-01	   9.9999999981765275e-01	   9.9999999983860177e-01	   9.9999999984374255e-01	   9.9999999984434718e-01	   9.9999999984248489e-01	   9.9999999983889132e-01	   9.9999999983361543e-01	   9.9999999982661514e-01	   9.9999999981765297e-01	   9.9999999980640908e-01	   9.9999999979233645e-01	   9.9999999977469400e-01	   9.9999999975242626e-01	   9.9999999972398379e-01	   9.9999999968706677e-01	   9.9999999963810615e-01	   9.9999999957133445e-01	   9.9999999947700768e-01	   9.9999999933734918e-01	   9.9999999911728965e-01	   9.9999999873917667e-01	   9.9999999800081973e-01	   9.9999999622898339e-01	   9.9999998998860773e-01	   9.9999994057059216e-01	   9.9999996579222306e-01	   9.9999999337880163e-01	   9.9999999748006319e-01	   9.9999999872107970e-01	   9.9999999924369931e-01	   9.9999999950847440e-01	   9.9999999965933750e-01	   9.9999999975268761e-01	   9.9999999981401688e-01	   9.9999999985620647e-01	   9.9999999988629895e-01	   9.9999999990842892e-01	   9.9999999992509792e-01	   9.9999999993792510e-01	   9.9999999994794109e-01	   9.9999999995591637e-01	   9.9999999996233191e-01	   9.9999999996756683e-01	   9.9999999997186895e-01	   9.9999999997545086e-01	   9.9999999997845490e-01	   9.9999999998098943e-01	   9.9999999998314493e-01	   9.9999999998498978e-01	   9.9999999998658262e-01	   9.9999999998795364e-01	   9.9999999998915390e-01	   9.9999999999018985e-01	   9.9998501278006247e-01	   9.9997916258549202e-01	   9.9997578834638834e-01	   9.9997361685819097e-01	   9.9997220447786150e-01	   9.9997133060093990e-01	   9.9997086451812733e-01	   9.9997072002533527e-01	   9.9997083602782688e-01	   9.9997116696699950e-01	   9.9997167758606464e-01	   9.9997233983670064e-01	   9.9997313093425910e-01	
   9.5119938009078364e-02	   1.1747894475388231e-01	   1.4534731724159791e-01	   1.8018595501397969e-01	   2.2402572327071571e-01	   2.7983219738606385e-01	   3.5246266975507018e-01	   4.5154768645898885e-01	   6.0467387646492787e-01	   9.9999999974897502e-01	   9.9999999978550735e-01	   9.9999999980440801e-01	   9.9999999981817289e-01	   9.9999999982928045e-01	   9.9999999983857313e-01	   9.9999999984661292e-01	   9.9999999985368870e-01	   9.9999999986004706e-01	   9.9999999986594146e-01	   9.9999999987168242e-01	   9.9999999987740307e-01	   9.9999999988381028e-01	   9.9999999989163246e-01	   9.9999999990245914e-01	   9.9999999991726185e-01	   9.9999999984767540e-01	   9.9999999939407869e-01	   9.9999999970882125e-01	   9.9999999976685006e-01	   9.9999999978589715e-01	   9.9999999979215426e-01	   9.9999999979202436e-01	   9.9999999978757426e-01	   9.9999999977944720e-01	   9.9999999976766984e-01	   9.9999999975183196e-01	   9.9999999973107256e-01	   9.9999999970405917e-01	   9.9999999966872855e-01	   9.9999999962181663e-01	   9.9999999955820096e-01	   9.9999999946922535e-01	   9.9999999933962158e-01	   9.9999999914014903e-01	   9.9999999880892299e-01	   9.9999999819500496e-01	   9.9999999684505503e-01	   9.9999999284412988e-01	   9.9999997088940396e-01	   9.9999992560141027e-01	   9.9999998893199005e-01	   9.9999999641685666e-01	   9.9999999831730091e-01	   9.9999999904884840e-01	   9.9999999939977324e-01	   9.9999999959272046e-01	   9.9999999970897657e-01	   9.9999999978382159e-01	   9.9999999983454613e-01	   9.9999999987026966e-01	   9.9999999989626187e-01	   9.9999999991566302e-01	   9.9999999993046884e-01	   9.9999999994198541e-01	   9.9999999995108435e-01	   9.9999999995836408e-01	   9.9999999996426558e-01	   9.9999999996912126e-01	   9.9999999997313105e-01	   9.9999999997649291e-01	   9.9999999997930666e-01	   9.9999999998170330e-01	   9.9999999998375655e-01	   9.9999999998550415e-01	   9.9999999998702294e-01	   9.9999999998836442e-01	   9.9999999998949418e-01	   9.9999999999050637e-01	   9.9999999999139066e-01	   9.9999999999217359e-01	   9.9999327978229335e-01	   9.9998547118086356e-01	   9.9998180411914517e-01	   9.9997950195474949e-01	   9.9997798064178589e-01	   9.9997699262637341e-01	   9.9997640306340629e-01	   9.9997612731256780e-01	   9.9997610709953133e-01	   9.9997629963038381e-01	   9.9997667198100637e-01	
   9.6386458426118107e-02	   1.1918958944614158e-01	   1.4757054025692376e-01	   1.8298544560221433e-01	   2.2743472200866963e-01	   2.8386523322910745e-01	   3.5704867632734122e-01	   4.5643527449806282e-01	   6.0914961358641651e-01	   9.9999999987669941e-01	   9.9999999989459387e-01	   9.9999999990404120e-01	   9.9999999991091348e-01	   9.9999999991643640e-01	   9.9999999992116639e-01	   9.9999999992524391e-01	   9.9999999992891597e-01	   9.9999999993219957e-01	   9.9999999993525346e-01	   9.9999999993821265e-01	   9.9999999994116906e-01	   9.9999999994432420e-01	   9.9999999994785671e-01	   9.9999999995205235e-01	   9.9999999995724076e-01	   9.9999999996208455e-01	   9.9999999994253175e-01	   9.9999999915587101e-01	   9.9999999957290353e-01	   9.9999999977818010e-01	   9.9999999982752918e-01	   9.9999999984533061e-01	   9.9999999985154686e-01	   9.9999999985161714e-01	   9.9999999984736243e-01	   9.9999999983931587e-01	   9.9999999982725563e-01	   9.9999999981041499e-01	   9.9999999978734111e-01	   9.9999999975558329e-01	   9.9999999971105780e-01	   9.9999999964650488e-01	   9.9999999954835206e-01	   9.9999999938853912e-01	   9.9999999910166615e-01	   9.9999999850299892e-01	   9.9999999689413632e-01	   9.9999998982241489e-01	   9.9999995284333354e-01	   9.9999999140949125e-01	   9.9999999756512503e-01	   9.9999999892726199e-01	   9.9999999941527584e-01	   9.9999999963968988e-01	   9.9999999975958076e-01	   9.9999999983038890e-01	   9.9999999987527477e-01	   9.9999999990532951e-01	   9.9999999992626998e-01	   9.9999999994138278e-01	   9.9999999995261124e-01	   9.9999999996109479e-01	   9.9999999996767430e-01	   9.9999999997284161e-01	   9.9999999997695166e-01	   9.9999999998029721e-01	   9.9999999998301137e-01	   9.9999999998525968e-01	   9.9999999998712663e-01	   9.9999999998869316e-01	   9.9999999999002764e-01	   9.9999999999117151e-01	   9.9999999999212497e-01	   9.9999999999296951e-01	   9.9999999999369704e-01	   9.9999999999433142e-01	   9.9999999999487987e-01	   9.9999999999537625e-01	   9.9999999999579814e-01	   9.9999999999618150e-01	   9.9999999999651912e-01	   9.9999999999682343e-01	   9.9999999999709521e-01	   9.9999209366420694e-01	   9.9998690659701528e-01	   9.9998419986447606e-01	   9.9998250715016279e-01	   9.9998142500527687e-01	   9.9998076993809615e-01	   9.9998043859182317e-01	   9.9998036488024689e-01	
   9.7690028816696070e-02	   1.2091012692597367e-01	   1.4976671557856014e-01	   1.8570898181856768e-01	   2.3071792655597473e-01	   2.8768440734043071e-01	   3.6133822281019123e-01	   4.6095272623460465e-01	   6.1323265723584053e-01	   9.9999999987951793e-01	   9.9999999989695076e-01	   9.9999999990611343e-01	   9.9999999991286670e-01	   9.9999999991832200e-01	   9.9999999992296051e-01	   9.9999999992701749e-01	   9.9999999993061783e-01	   9.9999999993385236e-01	   9.9999999993684330e-01	   9.9999999993976163e-01	   9.9999999994260313e-01	   9.9999999994547861e-01	   9.9999999994856925e-01	   9.9999999995200051e-01	   9.9999999995592781e-01	   9.9999999996016975e-01	   9.9999999996269684e-01	   9.9999999994767874e-01	   9.9999999971608422e-01	   9.9999999801419814e-01	   9.9999999944231766e-01	   9.9999999967699382e-01	   9.9999999974560361e-01	   9.9999999977123799e-01	   9.9999999977887422e-01	   9.9999999977593723e-01	   9.9999999976460474e-01	   9.9999999974493115e-01	   9.9999999971518627e-01	   9.9999999967176700e-01	   9.9999999960796893e-01	   9.9999999951116236e-01	   9.9999999935592510e-01	   9.9999999908486992e-01	   9.9999999854571431e-01	   9.9999999721788202e-01	   9.9999999237272075e-01	   9.9999996234993027e-01	   9.9999998586338779e-01	   9.9999999654818805e-01	   9.9999999859275202e-01	   9.9999999926569483e-01	   9.9999999956006036e-01	   9.9999999971220466e-01	   9.9999999979996279e-01	   9.9999999985462285e-01	   9.9999999989067445e-01	   9.9999999991556310e-01	   9.9999999993332822e-01	   9.9999999994639344e-01	   9.9999999995623534e-01	   9.9999999996378686e-01	   9.9999999996970912e-01	   9.9999999997439726e-01	   9.9999999997818145e-01	   9.9999999998125144e-01	   9.9999999998377609e-01	   9.9999999998588296e-01	   9.9999999998764144e-01	   9.9999999998911415e-01	   9.9999999999036993e-01	   9.9999999999145350e-01	   9.9999999999236699e-01	   9.9999999999317024e-01	   9.9999999999386868e-01	   9.9999999999447475e-01	   9.9999999999500799e-01	   9.9999999999548239e-01	   9.9999999999589406e-01	   9.9999999999626166e-01	   9.9999999999659517e-01	   9.9999999999688505e-01	   9.9999999999715916e-01	   9.9999999999739986e-01	   9.9999999999760980e-01	   9.9999999999780920e-01	   9.9999389359254265e-01	   9.9998910424851573e-01	   9.9998680029220210e-01	   9.9998544434190018e-01	   9.9998464526335029e-01	
   9.9036775689665943e-02	   1.2271023375625313e-01	   1.5208386787924594e-01	   1.8859839156435182e-01	   2.3421253655866994e-01	   2.9177226495122727e-01	   3.6590606854845487e-01	   4.6576187854297768e-01	   6.1756754613158271e-01	   9.9999999994812705e-01	   9.9999999995557098e-01	   9.9999999995952416e-01	   9.9999999996241351e-01	   9.9999999996478695e-01	   9.9999999996678657e-01	   9.9999999996851241e-01	   9.9999999997004729e-01	   9.9999999997144862e-01	   9.9999999997272770e-01	   9.9999999997395062e-01	   9.9999999997512967e-01	   9.9999999997631028e-01	   9.9999999997746936e-01	   9.9999999997874400e-01	   9.9999999998014066e-01	   9.9999999998158673e-01	   9.9999999998296296e-01	   9.9999999998335654e-01	   9.9999999997847566e-01	   9.9999999994237565e-01	   9.9999999958639418e-01	   9.9999999863688460e-01	   9.9999999956847929e-01	   9.9999999974783649e-01	   9.9999999980281506e-01	   9.9999999982232501e-01	   9.9999999982571908e-01	   9.9999999981844567e-01	   9.9999999980112286e-01	   9.9999999977153209e-01	   9.9999999972377673e-01	   9.9999999964522024e-01	   9.9999999950705354e-01	   9.9999999923325322e-01	   9.9999999856965971e-01	   9.9999999626278524e-01	   9.9999998456181705e-01	   9.9999999321537070e-01	   9.9999999825780106e-01	   9.9999999928847827e-01	   9.9999999963029185e-01	   9.9999999977960019e-01	   9.9999999985652199e-01	   9.9999999990074862e-01	   9.9999999992817656e-01	   9.9999999994621980e-01	   9.9999999995861322e-01	   9.9999999996745181e-01	   9.9999999997391265e-01	   9.9999999997875333e-01	   9.9999999998247413e-01	   9.9999999998538169e-01	   9.9999999998767219e-01	   9.9999999998952283e-01	   9.9999999999101097e-01	   9.9999999999224409e-01	   9.9999999999325573e-01	   9.9999999999410349e-01	   9.9999999999482259e-01	   9.9999999999542721e-01	   9.9999999999595268e-01	   9.9999999999638733e-01	   9.9999999999677480e-01	   9.9999999999711109e-01	   9.9999999999739397e-01	   9.9999999999764555e-01	   9.9999999999786637e-01	   9.9999999999806610e-01	   9.9999999999824496e-01	   9.9999999999840261e-01	   9.9999999999854083e-01	   9.9999999999867240e-01	   9.9999999999878131e-01	   9.9999999999888067e-01	   9.9999999999898492e-01	   9.9999999999905620e-01	   9.9999999999913214e-01	   9.9999999999920297e-01	   9.9999999999926759e-01	   9.9999999999932654e-01	   9.9999253806767008e-01	
   1.0038691556456306e-01	   1.2446270696474682e-01	   1.5428841673714491e-01	   1.9129484714449746e-01	   2.3741863211522773e-01	   2.9546421176544685e-01	   3.6998498745566133e-01	   4.6996877144432686e-01	   6.2131071885142541e-01	   9.9999999994923072e-01	   9.9999999995635780e-01	   9.9999999996014033e-01	   9.9999999996300093e-01	   9.9999999996530042e-01	   9.9999999996731370e-01	   9.9999999996894473e-01	   9.9999999997046773e-01	   9.9999999997179634e-01	   9.9999999997303213e-01	   9.9999999997416333e-01	   9.9999999997527478e-01	   9.9999999997634947e-01	   9.9999999997742173e-01	   9.9999999997850686e-01	   9.9999999997963218e-01	   9.9999999998085387e-01	   9.9999999998206912e-01	   9.9999999998304967e-01	   9.9999999998299727e-01	   9.9999999997885647e-01	   9.9999999995823119e-01	   9.9999999985117438e-01	   9.9999999900955960e-01	   9.9999999790818861e-01	   9.9999999920381999e-01	   9.9999999951511265e-01	   9.9999999961167096e-01	   9.9999999963836239e-01	   9.9999999962730302e-01	   9.9999999958299879e-01	   9.9999999949490093e-01	   9.9999999933052230e-01	   9.9999999900083736e-01	   9.9999999821735552e-01	   9.9999999567913855e-01	   9.9999998569275450e-01	   9.9999999254324334e-01	   9.9999999792922756e-01	   9.9999999915008142e-01	   9.9999999956085461e-01	   9.9999999974016573e-01	   9.9999999983215559e-01	   9.9999999988468780e-01	   9.9999999991710686e-01	   9.9999999993826805e-01	   9.9999999995276234e-01	   9.9999999996301259e-01	   9.9999999997049516e-01	   9.9999999997608224e-01	   9.9999999998033884e-01	   9.9999999998365330e-01	   9.9999999998626310e-01	   9.9999999998835476e-01	   9.9999999999005185e-01	   9.9999999999143507e-01	   9.9999999999257505e-01	   9.9999999999352451e-01	   9.9999999999431821e-01	   9.9999999999500122e-01	   9.9999999999556888e-01	   9.9999999999605760e-01	   9.9999999999649103e-01	   9.9999999999685185e-01	   9.9999999999717082e-01	   9.9999999999745315e-01	   9.9999999999769729e-01	   9.9999999999791089e-01	   9.9999999999810851e-01	   9.9999999999827460e-01	   9.9999999999842959e-01	   9.9999999999856848e-01	   9.9999999999868883e-01	   9.9999999999879563e-01	   9.9999999999889921e-01	   9.9999999999898337e-01	   9.9999999999906941e-01	   9.9999999999914091e-01	   9.9999999999922107e-01	   9.9999999999927447e-01	   9.9999999999933598e-01	   9.9999999999938738e-01	
